,microsecs,n_reprocessing
2639719,882,0
2639752,1675,0
2639822,1541,0
2639874,918,0
2640010,1399,0
2640037,1300,0
2640062,1511,0
2640110,1448,0
2640141,1446,0
2640172,906,0
2640313,1373,0
2640359,803,0
2640496,1362,0
2640525,782,0
2640544,919,0
2640699,1207,0
2640727,1394,0
2640763,1636,0
2640783,1373,0
2640822,1468,0
2640847,1041,0
2640879,1391,0
2640922,940,0
2641059,2302,0
2641090,1770,0
2641126,924,0
2641160,1570,0
2641184,1083,0
2641231,1243,0
2641251,779,0
2641280,987,0
2641326,848,0
2641464,1546,0
2641489,1750,0
2641533,871,0
2641663,1043,0
2641715,1362,0
2641793,865,0
2641929,1726,0
2641953,1419,0
2642000,879,0
2642139,1040,0
2642172,1535,0
2642221,758,0
2642356,1416,0
2642389,1314,0
2642417,1072,0
2642444,506,0
2642479,1635,0
2642504,1930,0
2642534,1079,0
2642546,1189,0
2642582,1555,0
2642618,1689,0
2642642,1369,0
2642674,1042,0
2642694,1633,0
2642735,1450,0
2642758,1498,0
2642797,881,0
2642930,1673,0
2642960,1053,0
2642990,1673,0
2643018,939,0
2643046,1000,0
2643068,1687,0
2643114,2287,0
2643133,1889,0
2643159,1492,0
2643186,1319,0
2643218,1249,0
2643249,885,0
2643319,872,0
2643474,1566,0
2643516,1771,0
2643585,1557,0
2643640,1102,0
2643643,5537,0
2643755,1565,0
2643813,1540,0
2643887,584,0
2644033,792,0
2644204,1649,0
2644224,1719,0
2644244,1122,0
2644280,1085,0
2644308,992,0
2644336,1734,0
2644367,788,0
2644506,1174,0
2644533,866,0
2644699,1488,0
2644724,801,0
2644752,792,0
2644795,940,0
2644847,1076,0
2645000,861,0
2645132,1302,0
2645171,777,0
2645303,1350,0
2645322,1045,0
2645369,766,0
2645500,922,0
2645528,1531,0
2645567,893,0
2645712,1477,0
2645743,1548,0
2645805,868,0
2645939,1962,0
2646228,1553,0
2646256,1160,0
2646284,1320,0
2646320,1805,0
2646332,1242,0
2646395,912,0
2646524,1250,0
2646606,895,0
2646739,1425,0
2646774,1288,0
2646808,1193,0
2646826,1331,0
2646868,1406,0
2646917,773,0
2647048,801,0
2647092,1497,0
2647130,1665,0
2647155,1167,0
2647194,1568,0
2647218,1477,0
2647245,1107,0
2647280,927,0
2647451,1462,0
2647471,1424,0
2647534,776,0
2647685,608,0
2647825,1715,0
2647851,1457,0
2647970,814,0
2648057,1396,0
2648112,1035,0
2648244,1452,0
2648271,978,0
2648333,962,0
2648469,1656,0
2648512,806,0
2648652,1525,0
2648673,1492,0
2648727,927,0
2648862,1657,0
2648903,1485,0
2648923,1664,0
2648951,1516,0
2648982,800,0
2649114,1257,0
2649150,1502,0
2649185,1012,0
2649211,782,0
2649238,907,0
2649272,1096,0
2649304,1821,0
2649327,1140,0
2649390,876,0
2649530,1512,0
2649565,1575,0
2649587,1265,0
2649612,925,0
2649631,661,0
2649672,1828,0
2649694,1218,0
2649722,1211,0
2649757,952,0
2649792,1297,0
2649812,819,0
2649859,803,0
2649987,1668,0
2650046,838,0
2650197,963,0
2650336,1394,0
2650347,1117,0
2650383,1361,0
2650409,1159,0
2650422,988,0
2650456,1481,0
2650479,1360,0
2650546,1656,0
2650577,858,0
2650847,1591,0
2650888,1882,0
2650915,1817,0
2651005,1748,0
2651025,1955,0
2651045,1356,0
2651080,1710,0
2651109,1811,0
2651150,1613,0
2651195,1022,0
2651227,1385,0
2651251,1455,0
2651287,1664,0
2651313,1811,0
2651340,1689,0
2651378,784,0
2651411,1543,0
2651432,880,0
2651460,1407,0
2651510,801,0
2651543,1331,0
2651573,1743,0
2651593,1187,0
2651616,1391,0
2651641,1249,0
2651680,862,0
2651812,1863,0
2651840,922,0
2651875,1566,0
2651887,1110,0
2651934,768,0
2652073,1419,0
2652085,1577,0
2652137,946,0
2652189,1187,0
2652225,798,0
2652288,834,0
2652436,2052,0
2652456,1440,0
2652484,1309,0
2652503,1873,0
2652795,1281,0
2652845,1583,0
2652867,1609,0
2652921,746,0
2653069,1272,0
2653105,1454,0
2653152,1387,0
2653184,1776,0
2653203,1541,0
2653250,913,0
2653390,2619,0
2653403,1287,0
2653449,769,0
2653600,691,0
2653748,2382,0
2653768,1173,0
2653812,938,0
2653825,1150,0
2653859,1251,0
2653914,832,0
2654073,1185,0
2654213,1542,0
2654300,2249,0
2654395,1338,0
2654447,1330,0
2654579,1881,0
2654666,1407,0
2654705,1804,0
2654733,1294,0
2654785,823,0
2654949,1793,0
2654988,794,0
2655106,861,0
2655147,1762,0
2655167,1660,0
2655187,1806,0
2655233,697,0
2655381,1527,0
2655561,1573,0
2655581,1094,0
2655617,1672,0
2655779,886,0
2655809,1292,0
2655835,1329,0
2655846,1196,0
2655874,1457,0
2655925,1693,0
2655970,1005,0
2656003,1419,0
2656034,1178,0
2656062,1261,0
2656125,1087,0
2656292,809,0
2656439,1362,0
2656476,1014,0
2656502,2772,0
2656537,1146,0
2656575,1689,0
2656601,1069,0
2656644,2068,0
2656699,897,0
2656846,943,0
2656882,1206,0
2656909,526,0
2656937,823,0
2656981,1937,0
2657028,783,0
2657195,1076,0
2657341,1052,0
2657372,973,0
2657401,1633,0
2657433,1597,0
2657469,1591,0
2657501,1805,0
2657533,1277,0
2657570,1398,0
2657597,1063,0
2657635,1383,0
2657658,1151,0
2657696,1432,0
2657728,1285,0
2657763,1589,0
2657800,1803,0
2657833,1663,0
2657866,1595,0
2657897,1463,0
2657949,797,0
2658093,1285,0
2658127,1179,0
2658151,965,0
2658187,2513,0
2658211,1701,0
2658243,1950,0
2658290,798,0
2658440,1571,0
2658474,1541,0
2658535,2550,0
2658637,1852,0
2658702,1684,0
2658757,954,0
2658924,841,0
2659062,1385,0
2659127,1733,0
2659301,982,0
2659449,1652,0
2659478,985,0
2659516,1227,0
2659551,1066,0
2659577,1296,0
2659611,1132,0
2659659,785,0
2659807,1401,0
2659835,2100,0
2659858,1328,0
2659891,1379,0
2659953,658,0
2660109,5265,0
2660148,806,0
2660291,1357,0
2660316,818,0
2660354,927,0
2660383,1744,0
2660406,775,0
2660443,1731,0
2660477,1200,0
2660508,1407,0
2660536,1338,0
2660568,1564,0
2660602,1101,0
2660621,900,0
2660649,1531,0
2660682,1726,0
2660710,1338,0
2660744,1318,0
2660776,1150,0
2660796,1015,0
2660830,1091,0
2660865,547,0
2660920,735,0
2661066,816,0
2661107,645,0
2661141,1305,0
2661184,1635,0
2661204,1778,0
2661246,1162,0
2661267,1025,0
2661295,1102,0
2661330,1058,0
2661358,906,0
2661401,1755,0
2661425,1671,0
2661450,1054,0
2661573,1542,0
2661657,2471,0
2661714,598,0
2661854,1493,0
2661904,1437,0
2661931,1770,0
2661961,1164,0
2662000,1853,0
2662050,765,0
2662198,1831,0
2662226,1904,0
2662257,1494,0
2662282,1430,0
2662337,926,0
2662456,730,0
2662504,1134,0
2662540,1349,0
2662567,1297,0
2662599,1483,0
2662622,941,0
2662671,1195,0
2662699,1504,0
2662741,1478,0
2662780,1365,0
2662811,1101,0
2662847,1600,0
2662875,1490,0
2662903,1013,0
2662933,1540,0
2662958,1128,0
2662985,836,0
2663018,1301,0
2663049,1136,0
2663096,685,0
2663240,1396,0
2663271,1447,0
2663307,1788,0
2663334,966,0
2663354,1594,0
2663398,1801,0
2663425,771,0
2663453,1167,0
2663489,1321,0
2663561,1757,0
2663587,8327,0
2663735,1407,0
2663762,1852,0
2663824,929,0
2663991,834,0
2664133,1313,0
2664166,1330,0
2664213,953,0
2664362,1571,0
2664423,677,0
2664563,1148,0
2664597,3632,0
2664633,1199,0
2664677,1834,0
2664718,9778,0
2664750,4106,0
2664795,832,0
2664938,1623,0
2664971,977,0
2665026,1648,0
2665163,1237,0
2665205,1361,0
2665230,1443,0
2665259,1438,0
2665321,976,0
2665456,1487,0
2665497,822,0
2665531,1661,0
2665566,1626,0
2665587,959,0
2665642,849,0
2665782,970,0
2665810,1026,0
2665850,1417,0
2665878,1313,0
2665901,854,0
2665945,2138,0
2665972,2012,0
2665992,1144,0
2666020,1126,0
2666056,752,0
2666091,1098,0
2666129,1452,0
2666163,1404,0
2666225,640,0
2666373,1576,0
2666420,811,0
2666560,1282,0
2666615,858,0
2666751,4076,0
2666792,1817,0
2666812,1369,0
2666840,1258,0
2666873,1677,0
2666896,1457,0
2666932,1566,0
2666968,1711,0
2667015,811,0
2667154,1249,0
2667216,964,0
2667351,1455,0
2667396,1550,0
2667436,1497,0
2667455,773,0
2667487,1178,0
2667538,865,0
2667678,1135,0
2667713,1148,0
2667741,1025,0
2667772,1677,0
2667803,1456,0
2667859,819,0
2668026,856,0
2668171,1601,0
2668194,1453,0
2668230,1189,0
2668258,1371,0
2668293,1256,0
2668320,1479,0
2668348,1533,0
2668391,1788,0
2668410,908,0
2668465,785,0
2668605,1123,0
2668662,1366,0
2668689,1676,0
2668723,1658,0
2668756,1341,0
2668808,674,0
2668935,1659,0
2668967,2402,0
2669020,1622,0
2669047,1197,0
2669067,1178,0
2669103,1285,0
2669131,827,0
2669166,1317,0
2669192,1711,0
2669214,1224,0
2669269,635,0
2669423,1704,0
2669444,1322,0
2669472,1062,0
2669500,1374,0
2669530,1380,0
2669567,1338,0
2669604,1680,0
2669628,1065,0
2669664,1282,0
2669687,1352,0
2669738,893,0
2669879,1609,0
2669912,1113,0
2669967,713,0
2670107,1623,0
2670150,1481,0
2670186,1295,0
2670222,1393,0
2670252,1416,0
2670305,903,0
2670472,811,0
2670639,836,0
2670787,1403,0
2670823,1760,0
2670850,825,0
2670881,1528,0
2670921,1247,0
2670975,733,0
2671116,1235,0
2671150,1321,0
2671213,879,0
2671361,1584,0
2671384,1166,0
2671444,812,0
2671566,1040,0
2671598,1693,0
2671647,1727,0
2671679,1495,0
2671730,772,0
2671868,1296,0
2671903,1684,0
2671934,1618,0
2671953,723,0
2671981,908,0
2672009,1413,0
2672072,952,0
2672210,1406,0
2672274,812,0
2672412,1361,0
2672447,1290,0
2672486,1572,0
2672527,1146,0
2672569,1334,0
2672597,1282,0
2672645,1310,0
2672783,1170,0
2672815,1906,0
2672839,1558,0
2672873,1566,0
2672905,1084,0
2672922,1061,0
2672977,702,0
2673117,1485,0
2673132,1416,0
2673159,1033,0
2673184,847,0
2673214,1704,0
2673259,790,0
2673410,768,0
2673569,1055,0
2673683,1841,0
2673729,1070,0
2673757,635,0
2673794,1180,0
2673826,1050,0
2673845,995,0
2673887,1782,0
2673920,965,0
2674020,1133,0
2674059,982,0
2674115,901,0
2674184,771,0
2674336,1405,0
2674374,863,0
2674394,1275,0
2674433,1487,0
2674466,1240,0
2674520,907,0
2674679,902,0
2674838,1086,0
2674977,1484,0
2675016,1758,0
2675040,1420,0
2675090,1471,0
2675112,1179,0
2675140,976,0
2675168,1320,0
2675192,1756,0
2675216,1635,0
2675247,722,0
2675391,1393,0
2675417,1587,0
2675447,1404,0
2675486,1485,0
2675518,1627,0
2675574,2000,0
2675732,1022,0
2675869,1112,0
2675905,1768,0
2675927,1616,0
2675956,1492,0
2675981,1228,0
2676016,1509,0
2676051,1872,0
2676081,1591,0
2676115,1420,0
2676142,1340,0
2676179,7333,0
2676219,1708,0
2676266,945,0
2676433,766,0
2676586,1336,0
2676621,1447,0
2676656,643,0
2676689,1155,0
2676717,1132,0
2676759,1666,0
2676780,1564,0
2676811,1513,0
2676871,795,0
2677045,858,0
2677185,1457,0
2677204,871,0
2677257,1648,0
2677301,2900,0
2677324,1347,0
2677349,915,0
2677393,1626,0
2677413,1155,0
2677444,1546,0
2677469,1012,0
2677496,720,0
2677532,1444,0
2677553,1513,0
2677587,1658,0
2677624,1701,0
2677656,1439,0
2677688,1401,0
2677724,1349,0
2677760,1454,0
2677789,1434,0
2677823,1385,0
2677870,877,0
2678017,1071,0
2678053,1214,0
2678080,1488,0
2678114,1370,0
2678145,1828,0
2678170,2043,0
2678197,1607,0
2678216,714,0
2678269,860,0
2678408,1927,0
2678470,886,0
2678611,1612,0
2678652,1511,0
2678672,1511,0
2678715,1681,0
2678734,753,0
2678766,1633,0
2678799,1587,0
2678824,1438,0
2678855,1286,0
2678892,1324,0
2678924,1316,0
2678955,1259,0
2678979,880,0
2679010,1731,0
2679037,1472,0
2679063,1450,0
2679088,1057,0
2679135,1703,0
2679167,1432,0
2679192,1590,0
2679223,1751,0
2679250,1442,0
2679282,1117,0
2679321,1307,0
2679346,1247,0
2679405,742,0
2679543,1010,0
2679580,794,0
2679623,1834,0
2679672,1287,0
2679708,1666,0
2679737,1304,0
2679786,818,0
2679924,1601,0
2679967,1056,0
2680028,823,0
2680195,972,0
2680346,1768,0
2680379,1098,0
2680420,790,0
2680447,516,0
2680475,1015,0
2680513,1322,0
2680542,1865,0
2680579,1143,0
2680646,639,0
2680781,2284,0
2680802,1173,0
2680830,1369,0
2680885,834,0
2681033,1494,0
2681054,1330,0
2681089,1948,0
2681115,1831,0
2681166,1172,0
2681300,1006,0
2681346,1763,0
2681368,1146,0
2681412,1646,0
2681432,867,0
2681453,1399,0
2681496,1558,0
2681516,1106,0
2681547,1202,0
2681577,1371,0
2681607,1178,0
2681635,1196,0
2681662,922,0
2681690,1163,0
2681719,1222,0
2681753,1649,0
2681786,1608,0
2681836,668,0
2681995,1601,0
2682053,971,0
2682180,1315,0
2682225,1870,0
2682275,791,0
2682415,1027,0
2682445,1147,0
2682479,1399,0
2682544,1005,0
2682689,1867,0
2682713,1567,0
2682740,1298,0
2682764,1355,0
2682792,854,0
2682837,1020,0
2682863,1085,0
2682898,922,0
2682929,1284,0
2682980,1015,0
2683128,1984,0
2683156,1375,0
2683207,1702,0
2683235,1780,0
2683261,756,0
2683289,1427,0
2683327,1147,0
2683351,717,0
2683379,1042,0
2683449,724,0
2683593,1627,0
2683624,1315,0
2683658,640,0
2683713,965,0
2683861,1783,0
2683894,1256,0
2683919,1547,0
2683944,1590,0
2683975,1675,0
2684004,1345,0
2684034,1992,0
2684055,985,0
2684082,1180,0
2684110,1231,0
2684138,1142,0
2684172,1685,0
2684194,1649,0
2684238,1788,0
2684258,981,0
2684286,1538,0
2684322,1410,0
2684358,1883,0
2684402,1473,0
2684449,790,0
2684603,1470,0
2684634,1167,0
2684662,1552,0
2684695,1448,0
2684750,874,0
2684917,918,0
2685062,2666,0
2685083,1480,0
2685121,1099,0
2685151,1480,0
2685349,1783,0
2685365,1039,0
2685405,1397,0
2685432,717,0
2685473,1007,0
2685596,1264,0
2685644,1134,0
2685664,1088,0
2685709,1081,0
2685755,961,0
2685909,1867,0
2685930,743,0
2686005,914,0
2686127,1110,0
2686194,964,0
2686332,1364,0
2686374,1704,0
2686409,1754,0
2686432,937,0
2686464,1717,0
2686480,1323,0
2686539,1053,0
2686675,1235,0
2686709,1219,0
2686721,1138,0
2686741,1152,0
2686762,1407,0
2686812,1339,0
2686836,1340,0
2686903,1289,0
2686934,1199,0
2686981,619,0
2687127,1382,0
2687150,923,0
2687188,968,0
2687215,1517,0
2687244,1799,0
2687290,875,0
2687441,1448,0
2687461,1779,0
2687484,988,0
2687506,819,0
2687536,1203,0
2687561,1694,0
2687605,1629,0
2687629,1543,0
2687683,829,0
2687825,1450,0
2687848,4485,0
2687883,2925,0
2687888,1183,0
2687934,1857,0
2687970,1388,0
2688000,1662,0
2688033,1373,0
2688064,847,0
2688242,2148,0
2688294,861,0
2688441,963,0
2688585,1853,0
2688624,1873,0
2688645,903,0
2688680,1242,0
2688708,760,0
2688744,1283,0
2688780,1647,0
2688799,1284,0
2688827,1058,0
2688868,1578,0
2688918,1135,0
2689071,1546,0
2689120,735,0
2689287,871,0
2689435,1778,0
2689455,1167,0
2689483,1104,0
2689518,771,0
2689546,1354,0
2689574,1363,0
2689629,783,0
2689767,1374,0
2689796,1182,0
2689851,795,0
2689991,1283,0
2690018,945,0
2690060,1404,0
2690090,1721,0
2690137,944,0
2690271,1284,0
2690313,1594,0
2690346,1636,0
2690396,939,0
2690547,1376,0
2690579,1485,0
2690642,929,0
2690774,1279,0
2690818,1733,0
2690853,1329,0
2690888,1376,0
2690916,1473,0
2690944,1645,0
2690999,799,0
2691166,879,0
2691311,1706,0
2691334,1000,0
2691361,892,0
2691397,1694,0
2691424,1088,0
2691482,1225,0
2691622,1387,0
2691650,1182,0
2691673,678,0
2691709,1655,0
2691729,1163,0
2691757,1684,0
2691785,1067,0
2691813,1008,0
2691855,1586,0
2691879,1641,0
2691919,1745,0
2691938,1250,0
2691965,1046,0
2691996,1647,0
2692021,1453,0
2692060,1406,0
2692096,1868,0
2692119,1187,0
2692149,1098,0
2692181,954,0
2692251,1017,0
2692393,1255,0
2692418,1274,0
2692473,906,0
2692621,1828,0
2692652,1789,0
2692684,1737,0
2692714,1579,0
2692774,815,0
2692882,1706,0
2692898,1802,0
2692972,1446,0
2692998,1157,0
2693028,1589,0
2693056,1203,0
2693089,1745,0
2693109,881,0
2693140,1141,0
2693164,1415,0
2693196,1539,0
2693224,1675,0
2693261,1758,0
2693284,1483,0
2693328,1486,0
2693357,1459,0
2693391,1347,0
2693453,1127,0
2693571,1645,0
2693613,1062,0
2693691,828,0
2693839,2222,0
2693873,1408,0
2693913,1805,0
2693937,1013,0
2693973,1163,0
2694025,1565,0
2694056,1599,0
2694107,741,0
2694274,1417,0
2694285,696,0
2694323,6210,0
2694373,859,0
2694521,1642,0
2694541,1596,0
2694573,1242,0
2694604,1704,0
2694631,1173,0
2694653,1046,0
2694688,1409,0
2694721,880,0
2694761,1163,0
2694820,593,0
2694959,873,0
2694994,1763,0
2695042,824,0
2695182,1458,0
2695232,1348,0
2695279,984,0
2695419,1242,0
2695455,963,0
2695518,607,0
2695665,1079,0
2695693,1406,0
2695729,1286,0
2695757,1250,0
2695785,1637,0
2695842,1569,0
2695865,1160,0
2695918,852,0
2696085,672,0
2696221,1230,0
2696261,1440,0
2696289,1167,0
2696325,1582,0
2696361,1802,0
2696384,1166,0
2696419,1552,0
2696485,790,0
2696625,1257,0
2696660,747,0
2696688,815,0
2696750,702,0
2696895,1940,0
2696918,1849,0
2696973,861,0
2697117,1774,0
2697141,1054,0
2697173,1406,0
2697232,864,0
2697380,1253,0
2697403,1575,0
2697437,1140,0
2697468,1292,0
2697499,1258,0
2697559,687,0
2697698,1462,0
2697726,1610,0
2697754,901,0
2697782,865,0
2697823,1558,0
2697868,1288,0
2697907,1716,0
2697951,850,0
2698097,672,0
2698126,1426,0
2698161,1683,0
2698208,769,0
2698360,1547,0
2698384,1726,0
2698542,1399,0
2698584,3580,0
2698598,26,0
2698628,1554,0
2698659,3420,0
2698706,960,0
2698709,2011,0
2698772,1080,0
2698920,1578,0
2698956,1776,0
2698984,1559,0
2699031,1138,0
2699167,3444,0
2699191,1254,0
2699219,1446,0
2699231,1135,0
2699243,921,0
2699279,1711,0
2699299,1438,0
2699327,859,0
2699355,1413,0
2699390,1244,0
2699417,1376,0
2699437,1535,0
2699470,1133,0
2699520,763,0
2699647,1209,0
2699680,912,0
2699699,3107,0
2699742,1313,0
2699794,2736,0
2699841,875,0
2699981,1700,0
2699992,976,0
2700057,1377,0
2700074,1490,0
2700105,1575,0
2700122,1498,0
2700288,1530,0
2700321,1734,0
2700359,1752,0
2700380,1513,0
2700416,1637,0
2700442,1638,0
2700479,960,0
2700542,1256,0
2700567,1739,0
2700606,808,0
2700746,1903,0
2700793,740,0
2700944,740,0
2701084,1446,0
2701108,1272,0
2701139,2004,0
2701159,1358,0
2701179,954,0
2701209,1303,0
2701236,1337,0
2701262,742,0
2701302,1616,0
2701324,728,0
2701383,761,0
2701419,1109,0
2701458,790,0
2701585,1275,0
2701610,1568,0
2701656,873,0
2701811,1583,0
2701847,1724,0
2701867,1598,0
2701889,1189,0
2701938,1354,0
2702090,1819,0
2702133,805,0
2702269,1503,0
2702294,1287,0
2702348,917,0
2702512,1417,0
2702567,741,0
2702739,1671,0
2702767,1327,0
2702830,950,0
2702989,989,0
2703164,886,0
2703295,1520,0
2703323,887,0
2703364,1497,0
2703387,1508,0
2703426,1211,0
2703542,1519,0
2703590,1597,0
2703636,1779,0
2703664,1475,0
2703684,1232,0
2703719,1139,0
2703790,889,0
2703921,1131,0
2703958,1504,0
2703985,1593,0
2704001,1399,0
2704024,888,0
2704044,1140,0
2704078,1527,0
2704118,935,0
2704254,1803,0
2704284,1354,0
2704303,1746,0
2704323,1551,0
2704383,1321,0
2704410,999,0
2704438,1576,0
2704474,1292,0
2704502,1282,0
2704565,608,0
2704724,1720,0
2704775,912,0
2704907,988,0
2704958,1670,0
2704988,1325,0
2705040,765,0
2705191,1005,0
2705342,797,0
2705485,1148,0
2705530,731,0
2705576,1078,0
2705608,639,0
2705644,1773,0
2705670,1651,0
2705691,548,0
2705741,1395,0
2705795,1355,0
2705836,1587,0
2705864,1079,0
2705876,1222,0
2705939,741,0
2706191,1626,0
2706212,1163,0
2706237,1398,0
2706249,1284,0
2706276,1718,0
2706295,798,0
2706323,1521,0
2706359,1627,0
2706387,1129,0
2706415,2017,0
2706475,2109,0
2706518,942,0
2706650,1186,0
2706686,1339,0
2706706,1700,0
2706734,1554,0
2706900,870,0
2707025,1692,0
2707065,1504,0
2707092,1247,0
2707117,1647,0
2707159,5370,0
2707162,2211,0
2707268,1568,0
2707319,1125,0
2707339,1310,0
2707351,1405,0
2707371,1807,0
2707396,1851,0
2707560,1160,0
2707580,752,0
2707723,787,0
2707830,808,0
2707874,1244,0
2707916,1528,0
2707948,797,0
2708079,833,0
2708110,709,0
2708232,1280,0
2708375,1602,0
2708395,1612,0
2708414,715,0
2708457,1446,0
2708487,1370,0
2708526,1353,0
2708549,1468,0
2708720,780,0
2708748,1494,0
2708759,753,0
2708770,1040,0
2708796,1157,0
2708952,1399,0
2708980,1693,0
2709002,1047,0
2709027,1716,0
2709041,1398,0
2709105,1629,0
2709145,1227,0
2709176,1207,0
2709201,1244,0
2709276,790,0
2709299,1647,0
2709326,1695,0
2709338,1771,0
2709370,893,0
2709513,738,0
2709644,2846,0
2709688,1203,0
2709723,1422,0
2709762,865,0
2709885,948,0
2709905,1568,0
2709924,1143,0
2709960,1542,0
2709991,668,0
2710114,763,0
2710149,1031,0
2710176,995,0
2710204,1422,0
2710246,592,0
2710258,1194,0
2710310,1932,0
2710360,846,0
2710380,1194,0
2710416,1728,0
2710441,994,0
2710469,1751,0
2710536,1034,0
2710556,1885,0
2710619,1576,0
2710782,851,0
2710902,1434,0
2710921,901,0
2710941,1593,0
2710974,658,0
2711144,954,0
2711312,1643,0
2711394,1060,0
2711519,1211,0
2711545,945,0
2711573,1799,0
2711593,1148,0
2711621,1680,0
2711641,1638,0
2711672,969,0
2711788,1312,0
2711927,1230,0
2712043,1415,0
2712159,1691,0
2712205,845,0
2712510,2005,0
2712557,1461,0
2712615,1191,0
2712642,712,0
2712780,1915,0
2712843,2317,0
2712851,1655,0
2712947,1060,0
2712983,1159,0
2713003,4069,0
2713085,1593,0
2713218,1507,0
2713268,1310,0
2713312,1538,0
2713340,1276,0
2713382,1428,0
2713411,1283,0
2713442,741,0
2713640,739,0
2713858,1168,0
2713958,2186,0
2713969,859,0
2713988,1012,0
2714008,1195,0
2714036,1790,0
2714048,838,0
2714087,1245,0
2714208,1506,0
2714220,795,0
2714259,874,0
2714351,1275,0
2714382,704,0
2714482,984,0
2714524,1555,0
2714766,1229,0
2714797,740,0
2714896,1402,0
2714940,1407,0
2714975,1633,0
2714999,1669,0
2715039,1532,0
2715155,1227,0
2715390,834,0
2715418,1274,0
2715438,1405,0
2715449,613,0
2715475,1201,0
2715488,543,0
2715512,1808,0
2715528,1080,0
2715548,1228,0
2715559,1008,0
2715579,776,0
2715694,1380,0
2715739,1006,0
2715790,1766,0
2715810,1145,0
2715829,883,0
2715856,1039,0
2715884,1492,0
2715903,1464,0
2715997,799,0
2716039,3050,0
2716051,1822,0
2716362,1082,0
2716457,2434,0
2716476,1462,0
2716589,2515,0
2716600,1045,0
2716628,1383,0
2716651,1146,0
2716817,1475,0
2716846,1868,0
2716905,1691,0
2716927,980,0
2717032,2023,0
2717052,1359,0
2717096,1819,0
2717122,1737,0
2717144,1878,0
2717164,1283,0
2717216,1344,0
2717326,1598,0
2717382,1040,0
2717489,733,0
2717508,1276,0
2717579,858,0
2717759,1712,0
2717913,1394,0
2717933,1465,0
2717960,1456,0
2717985,1713,0
2718102,1205,0
2718146,1552,0
2718157,1276,0
2718231,1183,0
2718282,1427,0
2718302,2743,0
2718329,1711,0
2718349,1215,0
2718377,1747,0
2718397,1351,0
2718509,1993,0
2718536,1103,0
2718644,2342,0
2718660,1675,0
2718672,1143,0
2718692,1065,0
2718728,1269,0
2718756,1564,0
2718779,1094,0
2719089,1703,0
2719129,1590,0
2719156,1486,0
2719180,1095,0
2719219,1181,0
2719235,1227,0
2719279,1531,0
2719299,1573,0
2719334,1529,0
2719434,1593,0
2719446,1068,0
2719458,912,0
2719677,1205,0
2719921,982,0
2719958,1168,0
2719976,1423,0
2720004,1327,0
2720120,1450,0
2720176,1547,0
2720191,1831,0
2720224,1262,0
2720247,1276,0
2720354,1031,0
2720385,605,0
2720477,1407,0
2720489,1213,0
2720509,1111,0
2720529,1149,0
2720624,766,0
2720728,2760,0
2720736,981,0
2720774,1067,0
2720791,1035,0
2720819,2092,0
2721031,1528,0
2721051,1312,0
2721103,1509,0
2721119,1281,0
2721158,947,0
2721178,1203,0
2721198,1373,0
2721218,1416,0
2721238,1129,0
2721258,1188,0
2721278,1222,0
2721437,1027,0
2721528,1303,0
2721583,841,0
2721691,1209,0
2721933,1176,0
2721959,757,0
2721978,512,0
2722009,872,0
2722252,1542,0
2722264,1779,0
2722284,1593,0
2722304,1107,0
2722327,1575,0
2722352,1450,0
2722476,1425,0
2722494,1233,0
2722521,954,0
2722667,997,0
2722844,2403,0
2722864,3531,0
2722875,1005,0
2722919,1399,0
2723058,1712,0
2723105,787,0
2723216,649,0
2723396,1668,0
2723431,879,0
2723451,1448,0
2723470,813,0
2723482,797,0
2723497,868,0
2723589,947,0
2723712,1673,0
2723731,1300,0
2723751,956,0
2723779,2149,0
2723815,1360,0
2723843,1712,0
2723958,1150,0
2723986,1040,0
2724021,1412,0
2724137,1464,0
2724151,1350,0
2724200,657,0
2724263,817,0
2724361,1480,0
2724390,703,0
2724498,998,0
2724524,1476,0
2724582,1158,0
2724610,1579,0
2724638,1522,0
2724693,875,0
2724785,1084,0
2724812,567,0
2724936,1633,0
2724948,865,0
2724976,1711,0
2724998,774,0
2725133,1885,0
2725155,799,0
2725230,1009,0
2725263,1875,0
2725345,1087,0
2725366,1674,0
2725393,1150,0
2725437,1431,0
2725449,1224,0
2725500,1733,0
2725520,1260,0
2725540,997,0
2725571,820,0
2725663,1589,0
2725786,1183,0
2725846,1341,0
2725882,1705,0
2725905,815,0
2725965,1542,0
2726009,1560,0
2726036,1108,0
2726061,1840,0
2726084,1601,0
2726152,2885,0
2726207,4523,0
2726235,1546,0
2726271,1770,0
2726283,1505,0
2726303,1745,0
2726331,1387,0
2726356,1436,0
2726398,641,0
2726466,1551,0
2726581,1437,0
2726604,711,0
2726752,1436,0
2726796,1323,0
2726828,2150,0
2726884,1267,0
2726960,1452,0
2726972,1547,0
2727082,1013,0
2727142,1539,0
2727169,854,0
2727205,1255,0
2727233,1664,0
2727245,1008,0
2727273,1472,0
2727304,836,0
2727508,1046,0
2727544,1594,0
2727565,979,0
2727608,1319,0
2727628,1378,0
2727656,1437,0
2727668,1473,0
2727686,1479,0
2727711,977,0
2727779,1454,0
2727802,1403,0
2727962,1671,0
2728021,1123,0
2728041,1812,0
2728152,891,0
2728211,779,0
2728250,820,0
2728401,940,0
2728460,1154,0
2728477,1384,0
2728501,4668,0
2728527,1189,0
2728632,1354,0
2728652,1233,0
2728678,1062,0
2728692,1334,0
2728741,1428,0
2728788,1370,0
