,microsecs,n_reprocessing
799470,1541,0
799525,978,0
799633,2063,0
799653,1310,0
799678,5398,0
799712,896,0
799836,1347,0
799864,1521,0
799892,1146,0
799944,1534,0
799956,1290,0
799992,910,0
800003,792,0
800031,1959,0
800051,1334,0
800071,961,0
800117,1652,0
800234,1449,0
800259,1331,0
800311,1144,0
800331,1472,0
800370,710,0
800481,705,0
800572,647,0
800632,1440,0
800644,1114,0
800715,954,0
800822,1524,0
800842,860,0
800918,1844,0
800950,1528,0
801075,1638,0
801098,1470,0
801134,2739,0
801170,1150,0
801197,1589,0
801209,1395,0
801232,1483,0
801369,2273,0
801389,1762,0
801444,641,0
801527,731,0
801555,1922,0
801583,1498,0
801619,1450,0
801640,1338,0
801703,1188,0
801726,1236,0
801781,717,0
801880,1348,0
801900,1385,0
801961,1277,0
801995,1080,0
802007,1432,0
802034,759,0
802062,1144,0
802089,1018,0
802130,923,0
802158,1345,0
802199,970,0
802348,1969,0
802380,1589,0
802427,819,0
802586,1089,0
802718,1485,0
802754,1746,0
802788,1227,0
802850,1788,0
802874,1233,0
802908,1880,0
802940,1475,0
802985,903,0
803117,1760,0
803145,1807,0
803176,1267,0
803215,2366,0
803236,1482,0
803277,1483,0
803297,1658,0
803309,1152,0
803338,1235,0
803381,1595,0
803413,1432,0
803472,784,0
803604,1696,0
803640,1257,0
803666,1620,0
803712,1654,0
803764,1510,0
803800,1265,0
803843,1614,0
803863,1589,0
803893,1443,0
803945,841,0
804093,1613,0
804139,965,0
804279,1542,0
804326,1387,0
804353,1435,0
804374,1296,0
804407,1409,0
804441,739,0
804476,1839,0
804496,1635,0
804521,1396,0
804546,1488,0
804574,2020,0
804607,1581,0
804622,1486,0
804650,1326,0
804675,1343,0
804695,1387,0
804867,1231,0
804922,883,0
805054,1528,0
805081,857,0
805112,1683,0
805151,1293,0
805180,1085,0
805373,1015,0
805396,1280,0
805421,1711,0
805448,905,0
805476,1402,0
805530,756,0
805676,1701,0
805723,753,0
805835,1040,0
805899,1567,0
805919,1320,0
805941,1389,0
805978,1545,0
806003,1085,0
806039,1736,0
806071,1601,0
806095,1440,0
806131,2410,0
806154,1443,0
806178,1232,0
806206,1230,0
806250,1667,0
806300,1435,0
806322,1978,0
806341,526,0
806361,1754,0
806389,1163,0
806409,1300,0
806452,1477,0
806481,1523,0
806501,1267,0
806521,1558,0
806544,1194,0
806585,1237,0
806605,1265,0
806633,1158,0
806789,1442,0
806825,1405,0
806872,950,0
807004,1002,0
807040,1495,0
807068,785,0
807095,880,0
807130,1283,0
807169,837,0
807301,1274,0
807321,909,0
807349,915,0
807375,1297,0
807397,1350,0
807465,1118,0
807492,1561,0
807524,1346,0
807548,1451,0
807584,1525,0
807612,1444,0
807640,1523,0
807675,965,0
807737,1000,0
807881,2529,0
807905,1980,0
807932,1650,0
807964,722,0
808099,1566,0
808129,1319,0
808162,852,0
808313,821,0
808453,1655,0
808488,1697,0
808516,1527,0
808544,1674,0
808588,1660,0
808623,1782,0
808648,1444,0
808672,1508,0
808712,1562,0
808739,1564,0
808779,1255,0
808814,1234,0
808856,1601,0
808886,1486,0
808941,873,0
809081,1394,0
809109,1108,0
809144,820,0
809180,1407,0
809215,1033,0
809235,957,0
809290,781,0
809430,1708,0
809466,1664,0
809536,818,0
809671,724,0
809708,719,0
809737,1389,0
809780,1305,0
809819,1817,0
809870,802,0
810018,1667,0
810051,1432,0
810109,879,0
810276,769,0
810415,636,0
810470,871,0
810613,1683,0
810645,1218,0
810681,1412,0
810709,803,0
810736,1110,0
810771,932,0
810807,1339,0
810836,1342,0
810862,942,0
810917,860,0
811057,2554,0
811134,810,0
811290,1387,0
811337,878,0
811472,1157,0
811511,1328,0
811533,1005,0
811588,873,0
811728,1540,0
811756,920,0
811794,1301,0
811826,1298,0
811881,903,0
812022,963,0
812048,618,0
812076,1045,0
812110,1656,0
812135,1435,0
812168,1292,0
812204,1695,0
812233,1209,0
812258,1736,0
812286,777,0
812345,1050,0
812488,1639,0
812509,1017,0
812536,519,0
812567,1525,0
812599,1144,0
812660,855,0
812805,1696,0
812827,894,0
812857,1580,0
812883,1361,0
812911,985,0
812954,1983,0
812973,582,0
813009,1590,0
813038,1488,0
813063,1051,0
813091,1048,0
813128,1218,0
813182,839,0
813315,1158,0
813355,1723,0
813391,1347,0
813427,1442,0
813472,1406,0
813497,1447,0
813525,829,0
813560,1117,0
813598,1246,0
813627,1460,0
813679,1029,0
813810,1241,0
813850,1427,0
813901,989,0
814033,890,0
814084,1344,0
814120,1674,0
814175,926,0
814327,2235,0
814358,1518,0
814393,1458,0
814413,1137,0
814448,1236,0
814476,1772,0
814505,1461,0
814531,1451,0
814564,1933,0
814595,1715,0
814615,1032,0
814645,1278,0
814676,890,0
814704,1205,0
814732,1350,0
814783,1882,0
814803,1156,0
814842,875,0
814980,952,0
815009,901,0
815053,1447,0
815076,991,0
815104,1520,0
815144,1288,0
815187,2331,0
815211,1680,0
815247,1485,0
815280,1533,0
815322,1095,0
815350,852,0
815380,1350,0
815435,1174,0
815577,1753,0
815608,1525,0
815644,2131,0
815664,1904,0
815703,1557,0
815736,1426,0
815772,1375,0
815802,1401,0
815863,839,0
816003,1480,0
816030,1140,0
816063,1437,0
816094,1829,0
816121,1283,0
816144,1276,0
816203,729,0
816343,1462,0
816398,1102,0
816538,1671,0
816566,1610,0
816602,1762,0
816622,1116,0
816658,1730,0
816683,1777,0
816713,1780,0
816735,1517,0
816773,1205,0
816806,963,0
816842,1583,0
816889,1617,0
816929,1546,0
816957,1503,0
816980,777,0
817000,1517,0
817047,1929,0
817123,782,0
817271,1452,0
817299,1587,0
817323,1553,0
817355,861,0
817385,1318,0
817545,933,0
817650,1742,0
817674,1696,0
817704,1601,0
817724,1096,0
817760,2403,0
817787,1956,0
817807,1496,0
817842,1039,0
817878,1479,0
817906,1674,0
818046,1830,0
818089,992,0
818136,1147,0
818196,885,0
818311,1414,0
818342,1416,0
818374,812,0
818402,1289,0
818453,1111,0
818485,1645,0
818519,788,0
818763,1704,0
818783,1088,0
818815,1482,0
818838,1480,0
818885,859,0
818961,1880,0
818997,893,0
819040,1590,0
819060,1550,0
819079,1158,0
819099,1783,0
819139,1483,0
819174,1630,0
819206,1243,0
819253,788,0
819329,928,0
819372,1664,0
819401,1928,0
819420,634,0
819431,1017,0
819472,1536,0
819487,724,0
819566,868,0
819681,1498,0
819701,1613,0
819748,875,0
819823,1462,0
819851,1521,0
819869,1427,0
820067,2021,0
820087,830,0
820226,659,0
820254,1314,0
820289,870,0
820321,1365,0
820371,740,0
820447,2473,0
820468,1325,0
820511,1061,0
820578,1555,0
820598,1261,0
820626,1001,0
820654,1047,0
820682,1048,0
820710,1530,0
820738,1139,0
820750,1223,0
820778,906,0
820817,893,0
820920,712,0
820998,1200,0
821056,1848,0
821095,730,0
821171,1318,0
821351,965,0
821378,821,0
821390,1348,0
821409,954,0
821445,1422,0
821457,1343,0
821493,1928,0
821505,1439,0
821518,1225,0
821544,1122,0
821583,950,0
821675,1077,0
821730,819,0
821804,1118,0
821844,816,0
821920,1211,0
821947,1447,0
821971,1307,0
821995,1620,0
822023,1330,0
822042,739,0
822070,885,0
822112,1593,0
822144,1572,0
822184,1445,0
822220,1564,0
822240,1123,0
822268,2137,0
822364,1641,0
822419,1035,0
822444,1737,0
822541,3310,0
822568,2253,0
822587,613,0
822711,1082,0
822826,1249,0
822870,2775,0
822890,1387,0
822925,1228,0
822953,816,0
822989,1613,0
823028,846,0
823231,1407,0
823259,1464,0
823306,758,0
823382,1515,0
823410,1825,0
823437,2008,0
823457,1725,0
823469,1381,0
823496,1388,0
823527,1691,0
823578,1321,0
823696,3123,0
823706,1152,0
823749,682,0
823834,1570,0
823877,1542,0
823897,1645,0
823917,900,0
823953,1813,0
823973,1401,0
824028,1220,0
824054,946,0
824087,1133,0
824107,859,0
824119,946,0
824174,829,0
824250,1870,0
824393,982,0
824493,1698,0
824529,1934,0
824549,920,0
824577,1577,0
824589,1145,0
824624,1194,0
824652,1455,0
824683,823,0
824817,1317,0
824893,1339,0
824945,1420,0
824967,1186,0
825009,1461,0
825065,8078,0
825126,1782,0
825173,1750,0
825292,896,0
825375,1469,0
825395,1280,0
825446,1632,0
825466,1554,0
825486,1290,0
825554,1405,0
825589,1632,0
825606,1241,0
825638,1377,0
825657,1005,0
825677,1601,0
825705,1026,0
825724,657,0
825736,1155,0
825772,1452,0
825792,1250,0
825916,1592,0
825946,1314,0
825971,812,0
826021,1380,0
826050,1361,0
826084,1448,0
826120,1489,0
826140,1336,0
826164,1268,0
826196,1645,0
826248,1765,0
826295,1039,0
826382,800,0
826477,869,0
826585,1412,0
826616,899,0
826692,1523,0
826720,1810,0
826775,709,0
826849,843,0
826878,2002,0
826898,934,0
826922,2017,0
826946,858,0
826982,940,0
827011,1438,0
827078,1695,0
827090,776,0
827110,1475,0
827129,684,0
827155,1749,0
827177,1139,0
827285,1127,0
827305,1167,0
827344,1002,0
827424,1168,0
827438,959,0
827490,2594,0
827504,1707,0
827537,1263,0
827557,1119,0
827585,1234,0
827612,678,0
827640,1798,0
827652,941,0
827694,1704,0
827723,1456,0
827744,1118,0
827775,1326,0
827790,1359,0
827826,1703,0
827865,1285,0
827929,1417,0
827971,1519,0
828006,1033,0
828027,866,0
828063,1449,0
828080,1898,0
828094,763,0
828158,1404,0
828182,1082,0
828209,880,0
828317,1607,0
828372,635,0
828482,862,0
828542,999,0
828618,936,0
828638,1618,0
828737,1056,0
828789,1349,0
828806,1319,0
828829,1025,0
828857,1328,0
828877,967,0
828905,1061,0
828925,798,0
828980,593,0
829075,725,0
829201,521,0
829287,1338,0
829311,966,0
829331,1527,0
829447,781,0
829474,878,0
829513,822,0
829590,1352,0
829627,1308,0
829654,1428,0
829680,1726,0
829700,1217,0
829720,892,0
829799,963,0
829883,2692,0
829917,1642,0
829955,1427,0
830007,1409,0
830054,897,0
830157,755,0
830229,1072,0
830261,977,0
830350,1590,0
830387,1435,0
830400,646,0
830500,1619,0
830539,835,0
830626,1555,0
830643,1123,0
830663,776,0
830745,1431,0
830784,772,0
830865,1519,0
830923,858,0
831015,1232,0
831041,1548,0
831076,1642,0
831091,1149,0
831111,1432,0
831147,1473,0
831186,838,0
831262,1499,0
831294,1737,0
831357,1621,0
831384,747,0
831404,1292,0
831448,1674,0
831476,1391,0
831512,922,0
831548,1815,0
831560,1274,0
831588,777,0
831659,857,0
831773,857,0
831793,1524,0
831872,849,0
831967,786,0
832049,1370,0
832079,1651,0
832098,1324,0
832118,1799,0
832168,2008,0
832189,1407,0
832225,1404,0
832261,1224,0
832305,1566,0
832421,1776,0
832441,1840,0
832575,742,0
832730,1767,0
832742,963,0
832754,1824,0
832814,1351,0
832869,733,0
832950,1580,0
832984,948,0
833060,1605,0
833080,1414,0
833108,1407,0
833147,748,0
833226,1538,0
833251,1729,0
833290,926,0
833366,1709,0
833394,1541,0
833442,1503,0
833458,1068,0
833510,1214,0
833546,1308,0
833630,1754,0
833660,1322,0
833686,1591,0
833714,1050,0
833769,729,0
833885,1163,0
833921,1587,0
833939,1467,0
833966,1446,0
834001,1519,0
834013,1457,0
834041,1359,0
834064,872,0
834156,1664,0
834176,1737,0
834196,1148,0
834216,1549,0
834229,1526,0
834248,1435,0
834291,1251,0
834327,1391,0
834379,1588,0
834399,1211,0
834449,1706,0
834498,1051,0
834566,1260,0
834586,1886,0
834622,1410,0
834644,1338,0
834734,1653,0
834865,1730,0
834965,1181,0
834977,1482,0
835000,2055,0
835033,1749,0
835085,1491,0
835113,1417,0
835165,1608,0
835361,1831,0
835389,1544,0
835425,1626,0
835464,919,0
835524,1696,0
835544,1395,0
835591,847,0
835627,1418,0
835695,2786,0
835715,1132,0
835735,1394,0
835747,1449,0
835767,1149,0
835811,1325,0
835842,805,0
835886,1534,0
835917,790,0
835961,1709,0
835989,2024,0
836017,1017,0
836093,1281,0
836153,1729,0
836280,808,0
836324,1961,0
836392,1184,0
836420,1616,0
836504,1757,0
836556,1702,0
836568,1215,0
836596,1460,0
836616,1027,0
836647,751,0
836683,1485,0
836767,1281,0
836803,1550,0
836911,1358,0
836955,3930,0
836983,1301,0
837106,1191,0
837161,766,0
837221,2065,0
837236,1165,0
837392,1641,0
837419,1854,0
837439,1197,0
837459,1451,0
837471,972,0
837518,1030,0
837626,870,0
837654,1196,0
837690,1685,0
837702,1312,0
837714,1791,0
837745,926,0
837797,816,0
837825,1375,0
837836,683,0
837934,1050,0
837947,1572,0
837970,1162,0
837994,1345,0
838014,1632,0
838138,1272,0
838204,1710,0
838225,2263,0
838271,810,0
838433,1176,0
838453,1760,0
838485,1445,0
838516,1272,0
838560,1529,0
838573,1621,0
838614,928,0
838718,1520,0
838746,844,0
838758,1747,0
838771,1093,0
838845,1845,0
838889,1324,0
838931,2168,0
838944,1478,0
839090,1872,0
839112,1455,0
839139,821,0
839158,1268,0
839170,897,0
839182,1495,0
839284,807,0
839373,1586,0
839436,1668,0
839467,847,0
839809,1564,0
839846,1728,0
840061,1485,0
840073,1632,0
840093,1251,0
840105,1089,0
840221,1515,0
840268,895,0
840491,1035,0
840515,1021,0
840534,1181,0
840566,1251,0
840582,1344,0
840786,993,0
840825,872,0
840908,1755,0
840928,1575,0
840963,823,0
840990,1143,0
841009,1602,0
841149,1338,0
841169,1049,0
841192,1351,0
841224,1233,0
841255,782,0
841358,1656,0
841382,1630,0
841409,1386,0
841433,1336,0
841452,1382,0
841477,1320,0
841600,1347,0
841642,789,0
841673,1550,0
841708,818,0
841792,1423,0
841843,1179,0
841866,863,0
842117,1062,0
842225,1554,0
842248,1516,0
842289,1181,0
842300,634,0
842328,1570,0
842340,1179,0
842376,1651,0
842396,1414,0
842408,1564,0
842449,858,0
842477,1205,0
842521,869,0
842629,955,0
842660,926,0
842791,1539,0
842803,1273,0
842823,1745,0
842846,1441,0
842863,1511,0
842874,1102,0
842894,1562,0
842906,1065,0
843046,1570,0
843081,1788,0
843092,712,0
843104,1145,0
843132,1384,0
843164,1363,0
843220,1443,0
843356,1234,0
843377,977,0
843516,686,0
843656,894,0
843782,1160,0
843807,1369,0
843831,669,0
843842,1061,0
843870,1766,0
843890,1126,0
843910,1226,0
843967,879,0
844223,1747,0
844268,755,0
844452,1397,0
844476,1931,0
844495,593,0
844520,1078,0
844554,1142,0
844587,1220,0
844629,1330,0
844665,1786,0
844699,784,0
844927,769,0
844988,1746,0
845002,889,0
845039,1664,0
845078,771,0
845115,1629,0
845157,958,0
845175,951,0
845219,2052,0
845242,1353,0
845288,842,0
845423,894,0
845546,1413,0
845566,1440,0
845730,1390,0
845749,1149,0
845909,1616,0
845925,1382,0
845935,910,0
845962,1373,0
846008,632,0
846272,875,0
846300,1358,0
846327,1036,0
846353,1627,0
846373,1087,0
846389,1064,0
846416,1006,0
846427,706,0
846451,1217,0
846486,1623,0
846612,674,0
846814,1782,0
846827,917,0
846851,1022,0
846877,982,0
847049,1354,0
847069,880,0
847096,793,0
847125,1094,0
847169,811,0
847281,744,0
847306,1217,0
847349,1298,0
847361,956,0
847399,1174,0
847418,1032,0
847449,1093,0
847487,830,0
847611,1623,0
847632,926,0
847648,721,0
847668,1167,0
847715,1097,0
847770,670,0
848129,2230,0
848182,964,0
848316,778,0
848469,1581,0
848487,906,0
848532,1270,0
848551,850,0
848595,764,0
848645,1767,0
848677,1390,0
848722,843,0
848843,1356,0
848855,856,0
849115,1389,0
849152,1935,0
849205,685,0
849380,1901,0
849396,544,0
849429,1221,0
849470,1610,0
849494,1093,0
849506,1541,0
849526,1138,0
849654,1325,0
849759,1042,0
849794,909,0
849942,691,0
850005,1039,0
850120,863,0
850139,1288,0
850158,989,0
850253,1043,0
850405,941,0
850416,869,0
850436,1216,0
850460,562,0
850487,1295,0
850507,2044,0
850631,1008,0
850667,704,0
850789,800,0
850809,1233,0
850842,1138,0
850888,1372,0
850919,1106,0
851051,591,0
851081,1330,0
851122,1213,0
851139,1443,0
851159,955,0
851210,1043,0
851241,581,0
851311,1330,0
851631,1472,0
851713,558,0
851770,1141,0
851782,923,0
851800,735,0
851826,919,0
851862,717,0
851880,718,0
851908,1254,0
851961,629,0
851992,669,0
852167,1297,0
852186,847,0
852210,1410,0
852231,1511,0
852249,836,0
852261,1458,0
852280,785,0
852304,729,0
852368,1481,0
852484,1122,0
852512,1012,0
852552,1306,0
852590,741,0
852721,1405,0
852783,1431,0
852919,1430,0
852944,1449,0
852968,1663,0
852983,1384,0
853002,1200,0
853019,759,0
853044,1085,0
853079,897,0
853292,11666,0
853328,4629,0
853420,3608,0
853475,1288,0
853503,898,0
853529,1540,0
853553,1374,0
853570,1253,0
853591,933,0
853636,1301,0
853662,1606,0
853703,1781,0
853720,1533,0
853742,1189,0
853786,1629,0
853834,884,0
853947,1538,0
853993,1385,0
854029,939,0
854164,1450,0
854242,1614,0
854257,907,0
854290,1171,0
854337,1890,0
854357,1224,0
854369,749,0
854396,1475,0
854440,1692,0
854512,6478,0
854554,1012,0
854564,2200,0
854702,1516,0
854732,1453,0
854754,947,0
854866,1831,0
854893,1291,0
854934,823,0
855059,1758,0
855098,1115,0
855137,843,0
855267,2220,0
855281,1542,0
855312,1781,0
855359,776,0
855496,816,0
855526,1485,0
855573,1682,0
855639,1639,0
855705,723,0
855824,1633,0
855862,1463,0
855902,1032,0
856034,707,0
856165,1069,0
856200,1758,0
856228,1423,0
856248,1820,0
856270,1013,0
856303,1661,0
856321,848,0
856339,1086,0
856378,855,0
856506,2061,0
856534,1145,0
856570,1563,0
856611,1245,0
856625,1209,0
856637,1281,0
856669,802,0
856713,2353,0
856729,1887,0
856749,1130,0
856782,771,0
856829,656,0
856951,1581,0
856986,1407,0
857013,954,0
857058,697,0
857321,1693,0
857328,751,0
857343,945,0
857389,1516,0
857439,739,0
857561,1115,0
857614,731,0
857742,1738,0
857771,1377,0
857805,1428,0
857822,691,0
857853,1226,0
858046,1579,0
858072,1090,0
858122,1139,0
858258,1448,0
858280,1322,0
858311,1625,0
858340,1423,0
858362,979,0
858383,1020,0
858427,1587,0
858439,1285,0
858462,1450,0
858516,696,0
858640,1083,0
858682,1751,0
858705,925,0
858742,1397,0
858776,1860,0
858792,1453,0
858836,881,0
858981,762,0
859107,2036,0
859179,1049,0
859297,857,0
859457,1939,0
859496,754,0
859624,1233,0
859652,1298,0
859673,1475,0
859697,892,0
859722,1480,0
859752,1483,0
859791,955,0
859931,1726,0
860026,928,0
860179,1354,0
860194,1096,0
860220,1094,0
860248,1689,0
860267,1001,0
860293,796,0
860325,1402,0
860379,1324,0
860443,755,0
860570,1621,0
860617,1770,0
860641,1343,0
860695,894,0
860820,1650,0
860841,1860,0
860898,1533,0
860922,936,0
860950,1495,0
860992,1687,0
861023,1222,0
861049,1077,0
861083,4182,0
861236,1405,0
861259,1006,0
861302,1366,0
861321,1375,0
861357,1755,0
861383,1979,0
861403,1564,0
861454,1561,0
861573,1633,0
861615,1307,0
861642,1254,0
861660,553,0
861688,1659,0
861871,1021,0
861990,1541,0
862009,867,0
862038,1000,0
862091,803,0
862235,633,0
862280,856,0
862424,1404,0
862453,1210,0
862473,1208,0
862515,929,0
862636,1074,0
862664,1478,0
862690,960,0
862723,1228,0
862747,1466,0
862776,869,0
862822,606,0
862942,1305,0
862980,2079,0
863003,1201,0
863051,722,0
863172,1309,0
863205,2152,0
863218,1316,0
863281,1483,0
863319,923,0
863482,1484,0
863517,1048,0
863541,1178,0
863558,1700,0
863598,1483,0
863658,687,0
863703,937,0
863866,1099,0
864022,690,0
864291,1750,0
864317,1717,0
864342,1699,0
864371,1005,0
864401,1702,0
864450,869,0
864575,999,0
864587,1486,0
864607,1381,0
864647,1707,0
864670,1534,0
864696,1519,0
864741,801,0
864874,1546,0
864917,1411,0
864947,1576,0
864970,1252,0
865004,1028,0
865032,1121,0
865064,1557,0
865086,1305,0
865109,1235,0
865162,961,0
865330,968,0
865451,630,0
865495,1922,0
865521,1241,0
865533,2364,0
865584,699,0
865708,1047,0
865743,1400,0
865770,1474,0
865791,845,0
865822,907,0
865921,1583,0
865981,1407,0
865996,882,0
866055,1026,0
866196,1843,0
866219,1303,0
866263,832,0
866390,2392,0
866426,2757,0
866443,1369,0
866465,755,0
866486,1182,0
866519,586,0
866554,1773,0
866635,2671,0
866651,1574,0
866675,1817,0
866736,2587,0
866757,1106,0
866783,1550,0
866803,1132,0
866827,1197,0
866849,1162,0
866881,649,0
866995,1650,0
867014,674,0
867060,1063,0
867080,1325,0
867107,1405,0
867144,6077,0
867171,1662,0
867176,1476,0
867211,1589,0
867264,1281,0
867313,2048,0
867360,1511,0
867410,869,0
867619,3218,0
867637,2270,0
867733,1082,0
867748,1872,0
867871,1616,0
867902,1196,0
867932,1778,0
867966,1030,0
867980,7135,0
868016,1223,0
868041,3147,0
868059,11655,0
868106,2656,0
868137,1455,0
868163,1397,0
868260,915,0
868378,1104,0
868404,1177,0
868426,1241,0
868487,1644,0
868522,800,0
868649,1598,0
868691,817,0
868839,1036,0
868947,1477,0
869005,924,0
869131,1737,0
869155,837,0
869194,1471,0
869233,1413,0
869269,933,0
869338,792,0
869502,1304,0
869533,1323,0
869564,1243,0
869596,1479,0
869623,1794,0
869650,1673,0
869673,807,0
869823,1600,0
869852,1302,0
869885,1911,0
869898,1122,0
869924,1028,0
869963,785,0
869975,1296,0
870001,1037,0
870030,1190,0
870091,1691,0
870124,769,0
870252,2033,0
870466,1611,0
870486,1311,0
870508,1117,0
870542,1214,0
870584,1560,0
870605,1186,0
870645,859,0
870685,1716,0
870764,858,0
870888,1637,0
870945,772,0
871070,1527,0
871107,1365,0
871149,743,0
871432,1745,0
871469,794,0
871591,1038,0
871621,1620,0
871667,1349,0
871700,1568,0
871740,1358,0
871801,901,0
871916,974,0
871945,1206,0
871991,858,0
872107,838,0
872137,1547,0
872164,1584,0
872194,571,0
872215,853,0
872372,1682,0
872418,1191,0
872441,1348,0
872478,5924,0
872507,1538,0
872531,906,0
872589,1725,0
872609,992,0
872630,1301,0
872646,816,0
872685,1724,0
872702,1086,0
872717,1573,0
872921,1510,0
872944,1410,0
872970,2149,0
872985,1212,0
873005,1303,0
873038,1604,0
873103,952,0
873472,1529,0
873507,729,0
873613,1394,0
873633,1484,0
873653,1171,0
873725,1449,0
873740,1361,0
873768,1173,0
873801,1265,0
873821,1425,0
873841,1435,0
873882,1129,0
873904,1047,0
873958,1329,0
874001,1352,0
874031,821,0
874083,1122,0
874134,1559,0
874155,1285,0
874308,1188,0
874328,1013,0
874364,1451,0
874387,1621,0
874455,1116,0
874465,8610,0
874509,960,0
874529,1043,0
874540,1131,0
